"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"United Arab Emirates","ARE","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","TM.VAL.MRCH.R4.ZS","","","","","","","","","","","3.48019252128841","3.56913183279743","3.37578330301193","4.20499342969777","6.35323298945826","5.53653383842063","3.17279293505278","2.37558087965909","1.90633834250856","1.50217060058074","1.04551978436154","1.34096344379911","1.18647838384694","1.92675921493538","1.85001135847342","2.83775447254781","3.15658529000155","4.15881756267208","3.41308937368051","3.69285490114029","3.23396094839609","2.81153966305114","2.48076260480074","2.54610655737705","2.32115677321157","2.58427502026415","2.73554887749691","2.74711007356193","2.61646716273051","5.75628831415198","2.71918460665576","5.01820002131353","3.95980562235343","3.12605310694293","2.66243499409915","1.98829197919661","2.75308251442922","1.9239802376812","1.64867981182234","2.57505359898959","2.87545197792626","3.00775099042045","4.20294821205805","1.45170567648386","1.61897442224794","1.69968591916738","3.11830916581713","3.09422026711885","3.83520439798273","3.37479295258767","3.41259528721512","","","",
"United Arab Emirates","ARE","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","TM.VAL.MRCH.OR.ZS","","","","","","","","","","","14.1058867086264","13.0868167202572","12.6945623610269","13.3675785449767","16.1903151248661","13.8559044219422","12.328566833348","11.2897938720811","9.02395476863562","9.65126642325274","9.40150993593858","8.67355654253502","8.21530345244023","12.1984202967927","12.0144252612449","13.9265885256015","15.5807805939978","17.3163309665266","18.0389397138166","20.6611570247934","21.0599721059972","22.5722318684752","22.0971632020214","23.6987704918033","24.2960426179604","27.3732894674105","28.2128336574156","27.7000681568676","25.5459398252993","28.3281349640808","26.4911663647397","28.1112569300897","27.0313812857466","33.1505582989292","29.3715510555379","32.2390551312638","30.5061050164729","33.2000685298544","35.8796820356375","30.6683233470513","32.7153698445915","35.5846102966086","46.4290545841447","26.5592280426452","27.3849539458104","27.8897713352502","32.2678677977103","51.3389168272458","49.9397948947465","53.8067268051438","54.0749319193944","","","",
"United Arab Emirates","ARE","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","1.11164575531894","1.19254941431522","1.54734030072893","1.19732861463193","1.39079374017502","2.21219307950975","","","","","","","","7.443873922549","6.04950935879139","7.93773167455168","","","","","","1.44508022395123","2.40040114379888","2.14044943196568","1.67994052578888","1.95931020662903","3.57544502303252","3.36073799121712","3.61633131419649","4.25600420141618","5.1225334753964","1.42082581475912","1.62818116641087","2.55387642513451","2.99511589388732","2.69696332733057","2.56230007337141","2.17518518577908","2.18325560313004","2.5674884302748","3.28617927658857","2.89247204237311","2.54905266399457","2.52247686407941","2.30888703712374","",
"United Arab Emirates","ARE","Fuel imports (% of merchandise imports)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","3.81987879267077","9.94216045080467","10.8047821478359","11.2810628511708","6.03365298330448","6.95518155906319","","","","","","","","5.79178121336547","4.15685637814068","4.07936723237914","","","","","","0.916460240449984","0.759902506354052","0.713243170458143","0.51641705097756","0.509728471022007","0.557269877344877","0.650697640068433","0.845391968004447","0.844364503956398","0.981915126122638","1.08896155883374","1.08477882471217","1.33117234350186","3.22768743610337","0.930224047960868","0.96907364614558","0.678162203646886","1.12568351871056","3.63185489104211","6.29858195742237","19.3197135547146","17.1850421166456","10.5838661646128","4.8880667043569","",
"United Arab Emirates","ARE","Tariff rate, most favored nation, weighted mean, primary products (%)","TM.TAX.TCOM.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","3.44","3.15","3.15","","3.13","4.33","4.8","4.6","5.3","4.91","16.81","20.39","12.61","5.72","6.25","","",
"United Arab Emirates","ARE","Tariff rate, applied, simple mean, primary products (%)","TM.TAX.TCOM.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94","","4.55","4.9","4.87","","5.2","4.74","4.61","4.18","4.11","3.85","6.88","5.22","5.15","4.83","4.72","","",
"United Arab Emirates","ARE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42","","3.95","3.88","3.88","","3.87","3.6","3.69","3.6","3.34","3.18","4.91","4.71","4.27","3.6","2.97","","",
"United Arab Emirates","ARE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.44","","4.21","4.29","4.28","","4.76","4.35","4.35","4.06","4.03","3.99","4.56","4.24","4.24","4.19","4.11","","",
"United Arab Emirates","ARE","Tariff rate, most favored nation, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91","","4.43","4.44","4.44","","4.44","3.72","3.83","3.71","3.46","3.63","3.69","3.26","3.52","3.54","3.22","","",
"United Arab Emirates","ARE","Tariff rate, applied, simple mean, manufactured products (%)","TM.TAX.MANF.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.37","","4.17","4.2","4.2","","4.7","4.29","4.32","4.05","4.03","4.04","4.15","4.05","4.07","4.07","4","","",
"United Arab Emirates","ARE","Import volume index (2015 = 100)","TM.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7863925594","20.3538449163","23.4307171486","27.6141793848","35.7561165923","40.2973308824","44.2960135806","54.8463803288","75.9191462032","58.5615168479","61.2511571749","76.2398869784","85.7038324743","94.3870842725","97.8837148132","100","102.887956682","97.2619642914","88.3464929931","104.7400180394","87.0849019498","111.4437182716","","",
"United Arab Emirates","ARE","International tourism, expenditures for travel items (current US$)","ST.INT.TVLX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Unmet need for contraception (% of married women ages 15-49)","SP.UWT.TFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Rural population (% of total population)","SP.RUR.TOTL.ZS","26.5","25.617","24.752","23.907","23.081","22.277","21.492","20.728","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.097","19.894","19.691","19.49","19.29","19.317","19.534","19.753","19.974","20.196","20.376","20.518","20.661","20.804","20.949","21.094","21.24","21.386","21.533","21.681","21.507","21.062","20.622","20.19","19.764","19.345","18.933","18.528","18.129","17.738","17.352","16.977","16.613","16.258","15.913","15.577","15.251","14.934","14.625","14.326","14.035","13.752","13.478","13.211","12.952","12.701","12.457","12.221",
"United Arab Emirates","ARE","Completeness of birth registration (%)","SP.REG.BRTH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","100","","","","","",
"United Arab Emirates","ARE","Completeness of birth registration, female (%)","SP.REG.BRTH.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","",
"United Arab Emirates","ARE","Population, female","SP.POP.TOTL.FE.IN","52349","54860","57544","60340","63204","66146","69190","72333","77950","87026","97538","108830","120822","133446","146625","160209","179623","206141","235341","266807","299721","332047","363825","396438","429484","462356","495183","528332","561673","595156","628689","662159","695410","728293","760604","792350","832990","883126","934014","985583","1037745","1090383","1143337","1196457","1249569","1325578","1470867","1691536","1943966","2174433","2306780","2364604","2420594","2475122","2528177","2579445","2628601","2675811","2721838","2767844","2811921","2853108","2893385","2933285",
"United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","","5.50993917228534","5.44740529121602","5.31635595043551","5.15082312248104","5.00956990591286","4.89115354125692","4.75868905669773","10.9634456430162","17.0399743653847","16.2954748453481","14.4756499611231","13.0068349335734","11.8082029950538","10.8105044017579","9.94474064466588","12.2448504878623","14.0550880972457","13.0295151583775","12.0612859321966","10.9963468210741","8.15235614542674","5.96957863532609","5.7981806452141","5.56008835387875","5.29949316212603","6.26284024064243","7.04566354989878","6.61502192954251","6.22605569049676","5.86903318464931","5.53965639945375","5.23067555863232","4.9348705828098","4.64639135932791","4.40817686960834","5.54384709828192","6.52191067880396","6.17818855537547","5.86451455757029","5.58038700101525","5.31707596147158","5.06487258360989","4.82934268529322","4.609526743863","6.95572689795874","13.4836720911499","18.1279839755253","17.3990859957442","13.4229206026704","5.93976536580988","1.09556271332912","1.04134460783085","0.997641825826328","0.956397623844095","0.911950036242349","0.863868922846647","0.819744473334198","0.789450107726376","0.779087177439076","0.817694385518168","0.834812788038646","0.808075150558113","0.799054784290549",
"United Arab Emirates","ARE","Sex ratio at birth (male births per female births)","SP.POP.BRTH.MF","1.043","1.043","1.043","1.042","1.042","1.042","1.042","1.041","1.041","1.041","1.04","1.04","1.039","1.039","1.038","1.037","1.036","1.035","1.033","1.032","1.03","1.024","1.031","1.035","1.037","1.04","1.041","1.042","1.043","1.044","1.045","1.047","1.048","1.046","1.046","1.045","1.045","1.045","1.045","1.046","1.047","1.044","1.042","1.042","1.042","1.043","1.043","1.043","1.043","1.043","1.042","1.041","1.042","1.046","1.049","1.053","1.054","1.051","1.048","1.047","1.047","1.046","1.046","",
"United Arab Emirates","ARE","Population ages 75-79, female (% of female population)","SP.POP.7579.FE.5Y","0.532961470133145","0.504010207801677","0.47702213069885","0.448293006297647","0.416903993418138","0.385510839657727","0.352652117358","0.320047557822847","0.31109685695959","0.330361041527819","0.355756957509086","0.38040981347055","0.405141447749582","0.435009048637833","0.474678688222717","0.532117421618012","0.546422228779165","0.50523793238107","0.45083517109216","0.390357806125413","0.339816595795082","0.31832842940909","0.312924740019597","0.303956351363452","0.2927932123199","0.284521326122432","0.282016666548865","0.281925268510395","0.280857117168604","0.277154225110727","0.270403752567841","0.261417772330945","0.252369105995025","0.245025178757161","0.241190055002376","0.240234896343091","0.239918702554231","0.239490174674961","0.238326064531118","0.234886237442084","0.227994243289901","0.216254288630692","0.199241343540881","0.17915387717491","0.15941503006838","0.141787258760804","0.115170168342889","0.0775035234248635","0.0415645022689434","0.0153143371168484","0.021913663201519","0.0625051673546253","0.118565938773706","0.186314010720681","0.257062697746242","0.315087221299005","0.347447178175767","0.358526816729582","0.359022036024547","0.358040409791881","0.355593268017357","0.362289188192173","0.383460960684624","0.4088420335634",
"United Arab Emirates","ARE","Population ages 65 and above, total","SP.POP.65UP.TO","3074","3084","3098","3114","3121","3128","3133","3129","3353","3920","4652","5469","6353","7338","8483","9910","11018","11591","12037","12284","12408","12874","13699","14497","15238","15954","16638","17317","18051","18835","19668","20565","21540","22578","23624","24583","25446","26295","27208","28242","29399","30598","31702","32580","33115","33100","30895","25463","18743","13729","14927","21243","28689","37483","47871","60097","74462","91391","111481","135505","153610","164678","172674","177543",
"United Arab Emirates","ARE","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1582","1577","1570","1562","1543","1518","1492","1462","1563","1857","2231","2635","3049","3481","3957","4529","4963","5184","5370","5486","5567","5817","6237","6662","7082","7514","7890","8209","8543","8883","9222","9566","9929","10323","10747","11182","11542","11820","12087","12365","12651","12922","13159","13360","13527","13505","12733","11020","8911","7090","8108","11872","16137","20989","26514","32786","39879","47879","56878","66979","73813","77040","79813","82264",
"United Arab Emirates","ARE","Population ages 60-64, female (% of female population)","SP.POP.6064.FE.5Y","1.63422414945844","1.56944950783813","1.5083978486215","1.45094464700033","1.40022783368141","1.35760287848094","1.31666425784073","1.2822639735667","1.27196921103271","1.25652103968929","1.24104840652665","1.27951851511532","1.39502739567297","1.56805587299684","1.74389857153087","1.85944609853379","1.70857852279497","1.40510962183559","1.19996090778912","1.0976119397391","1.04697543211092","0.975916060075833","0.896583664421542","0.856122702512496","0.852767507054978","0.867297999050514","0.853925867885339","0.814072225487218","0.78221600271332","0.761817069810268","0.751404310076755","0.746951069872244","0.742871112005867","0.73535015120985","0.724030325918826","0.709850892819394","0.695926304081499","0.685123074170617","0.675471312276202","0.664378005516529","0.652472113827523","0.642480669636265","0.637607284641361","0.639387525256852","0.645942979516529","0.635458884901109","0.563239232371112","0.441492229547583","0.325031321270197","0.244339558864311","0.250804151241124","0.326545094539066","0.414133886145302","0.513045313918806","0.623571846433221","0.74653670586826","0.882313443538978","1.02998679652636","1.18768986477339","1.35303868281594","1.49022705300523","1.59922120004241","1.68356469732937","1.7452620091914",
"United Arab Emirates","ARE","Population ages 50-54, female (% of female population)","SP.POP.5054.FE.5Y","2.56833941431546","2.52369668246445","2.4885088931175","2.46685449121644","2.4634516802734","2.47558431348834","2.49313484607602","2.51199314282554","2.49775497113534","2.41651920115827","2.29857953526044","2.23973169162915","2.30214695999073","2.46879812357854","2.68234379422406","2.87561872304303","2.73600819494163","2.37168339069712","2.12500159343251","2.01063317422926","1.98735154919333","1.9199089285553","1.78945675880333","1.68664244264873","1.63766286986244","1.64635221166397","1.66322181575113","1.65729281710441","1.6422352131621","1.61965938342216","1.59196232798544","1.56420252854868","1.54779195007262","1.55706670053584","1.60083407452109","1.68246461946401","1.76460595889149","1.82680614091307","1.88187656615609","1.92713250576942","1.96676352728101","2.01149504348472","2.07515369484238","2.16451482814893","2.27446514536818","2.30310939948815","2.08958389847621","1.70170779693722","1.33585120937012","1.09635477386519","1.10892672903354","1.29199195890898","1.4781289220745","1.67500800465431","1.89243079104034","2.13931720570069","2.4203178801195","2.73289107489281","3.06691598344281","3.40709230722541","3.71121800918625","3.99266413901334","4.20702813608077","4.35907256865129",
"United Arab Emirates","ARE","Population ages 40-44, female (% of female population)","SP.POP.4044.FE.5Y","4.10036485892758","4.07491797302224","4.06294259225469","4.0735830294995","4.10337953294095","4.15595803223173","4.2267668738257","4.30508896354361","4.35920461834509","4.3245696688346","4.19834219308273","4.03611136635119","3.88919236562878","3.78918734614505","3.764693044525","3.83623891292","3.86253430796724","3.76975897506798","3.63068908519977","3.49073204738265","3.41618274358945","3.43836866467699","3.47941526913314","3.47758857931306","3.46648536383195","3.51169176099343","3.64137738838229","3.82922464399719","4.03659777432975","4.22847119074663","4.38189281036187","4.48850237518661","4.56917501905351","4.66467799682133","4.81538672909078","5.05622834367915","5.29165698768473","5.46456564521937","5.60398152277079","5.68277573640387","5.70159061157095","5.68272799557587","5.66643955369239","5.69393396756676","5.7905589009326","5.74376073824428","5.25394206274259","4.50460409946936","3.88412043108768","3.5936954599199","3.84061332246681","4.43780344662289","5.04045701179132","5.63667050822737","6.22302156850569","6.80336405764885","7.38033273212633","7.94469415067058","8.47598048157523","8.94634957750509","9.44955591738813","10.0041621284862","10.4004669963498","10.6553251142192",
"United Arab Emirates","ARE","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.51015301151884","6.57674079475027","6.65484972499544","6.74759695061319","6.85478767166635","6.97321077616182","7.09712386182975","7.22630058203033","7.27902501603592","7.259899340427","7.23868011093056","7.1616282275108","6.99955306152853","6.79977968533971","6.64481962550853","6.64194895417861","6.85853147982163","7.14561185211058","7.35528445957143","7.51555902873431","7.74321409446468","8.08319304194888","8.44360826824947","8.7294750635975","8.94189306237252","9.15713125506239","9.2924138223507","9.37631013861562","9.51940940777872","9.66637318618984","9.77040335491526","9.80120318624619","9.77624710602379","9.75198838378811","9.78558473633109","9.91753007984482","9.86715934935633","9.65955027934859","9.56441254391661","9.553426980058","9.61483330932295","9.75203208413924","9.98310209500786","10.3269443335848","10.7907249582556","11.1999864210127","11.5530500038413","12.0196968908731","12.6087306545663","13.312182992072","13.9994277737799","14.5660299639961","14.9809922688398","15.236215581249","15.348925332364","15.3615245453042","15.3281916882783","15.2931578500873","15.2727650813963","15.2461265880592","15.0887622889765","14.6841294973989","14.1254990479143","13.499969061985",
"United Arab Emirates","ARE","Population ages 20-24, female (% of female population)","SP.POP.2024.FE.5Y","9.83304361114825","9.88425082026978","9.90277089904335","9.89144845873384","9.84668691854946","9.75720376137635","9.60832490244255","9.38575753805317","9.26940346375882","9.42534415002413","9.71206241637917","9.93659836442158","9.99900680339673","9.89017988617076","9.65486903710473","9.37088428240611","9.78048468180578","10.6665114327364","11.2266880823996","11.3955244718551","11.2117789740775","10.9630564347818","10.8108145250951","10.6546160375443","10.4283279470248","10.0924505061581","9.62309931570822","9.23624656110794","9.1197110064833","9.21749927750035","9.44830476729769","9.71610271558849","9.93665607339555","10.0567423116399","10.0518864296575","9.92573353046856","9.92280224084188","10.2040931871556","10.6767614421404","11.2728652620503","11.9141928343703","12.5144100742583","12.9803811124804","13.227507036397","13.1924740420393","13.3188365071073","14.3327030928017","15.8983905751932","17.1436081846061","17.6146609253999","16.9823736984021","15.7498854459594","14.6096164825658","13.5180985991602","12.4389827136312","11.3381582740005","10.1939396660048","9.01117455605049","7.82337012280486","6.69519308169102","5.74351230769149","5.08761061404101","4.85664798439337","4.96682132265043",
"United Arab Emirates","ARE","Population ages 15-64, male","SP.POP.1564.MA.IN","50386","54711","59135","63594","68036","72446","76828","81160","93770","117907","146152","175846","206378","237334","268404","299364","341556","395872","451328","507204","562451","599621","620225","642010","664343","687500","725319","779954","839450","902357","967413","1033590","1100102","1166485","1232707","1299684","1383603","1488895","1602742","1721723","1843050","1964418","2084238","2202167","2318820","2512588","2953226","3664354","4483982","5218530","5539931","5545879","5562035","5586658","5616011","5644799","5667652","5681147","5684477","5679189","5679393","5690487","5710367","5739410",
"United Arab Emirates","ARE","Population ages 15-19, female (% of female population)","SP.POP.1519.FE.5Y","11.2370818926818","11.1283266496537","10.9228510109567","10.618992376533","10.2390671476489","9.79953436337798","9.29614106084695","8.73114622648031","8.54971135343169","8.76462206696849","8.9139160434085","8.97225029863089","8.99794739368658","9.03215170238037","9.00900593689365","8.81255110511894","9.05451974413076","9.4202740363975","9.25826779014282","8.78595536465566","8.2044771712312","8.02521932136113","8.10718325131141","7.99115121260927","7.71518845870859","7.37452025551767","7.50277422410076","8.08990188924946","8.66197176829599","9.14113274502819","9.48918345224471","9.69458218840353","9.76078859953121","9.71031556689105","9.59054224704462","9.49044581967932","9.98372730541345","10.9424929172055","11.7251927031111","12.2269193832892","12.3753367275503","12.1352313820006","11.543228287023","10.7056874147222","9.76228994248815","9.35709153180407","9.98533517986331","11.0247727509199","11.6994300056097","11.6953707012357","10.9519329975117","9.86697775463085","8.86075897073198","7.92126450307005","7.06422058265699","6.32903712407846","5.7571499059766","5.36687755600078","5.15210582846851","5.09206805007797","5.18924699329159","5.39099911237134","5.75797997120673","6.24269483577198",
"United Arab Emirates","ARE","Population ages 05-09, female (% of female population)","SP.POP.0509.FE.5Y","12.2332804829128","11.7644914327379","11.393790892266","11.457573748757","12.1479653186507","13.2736673419406","14.6393987570458","16.0583689325757","16.566388710712","15.8297520281295","14.7839058423084","13.9841955343196","13.601413649832","13.6302835239854","13.9668747932658","14.4189777103658","14.3219409541094","13.842015518542","13.6278846439847","13.729425632434","14.0951319646137","14.2717747788717","14.2676915169497","14.4304854346891","14.7365210345438","15.107639035331","15.2839300986402","15.1987909106309","15.0234967467755","14.8232564235259","14.6142093990754","14.4324961470705","14.239657180656","13.9695246072148","13.6327929072112","13.2374034438086","12.6896405181092","12.039561738642","11.4513211518665","10.9763911429118","10.6185476111436","10.4321600758633","10.3546460929717","10.259077317832","10.1259354729253","9.85472369589858","9.29472209248015","8.56183374164073","7.88722439404177","7.35955074265337","7.02466208307684","6.83917754533581","6.8120056482004","7.01143074736705","7.40389221166082","7.87574611510347","8.29739850209294","8.5897696062988","8.72843851683338","8.7249498165359","8.64240294133493","8.48608052798571","8.24337380669593","7.9833033584025",
"United Arab Emirates","ARE","Population ages 0-14, male","SP.POP.0014.MA.IN","29199","29906","30670","31520","32488","33594","34850","36244","40071","46264","51972","57003","61864","66911","72400","78440","86944","98442","111895","127643","145036","161454","176343","191289","206348","221241","239447","258516","273049","284375","293603","301635","309107","316252","322836","328553","342239","359622","369254","374380","377790","381719","387538","395599","405364","423233","456700","502291","550904","593042","628241","655351","669789","673573","670407","665344","663427","667825","679251","696098","716178","733912","744515","748898",
"United Arab Emirates","ARE","Population ages 00-04, female (% of female population)","SP.POP.0004.FE.5Y","18.512292498424","19.6281443674809","20.8134574112209","21.6605899900563","21.932156192646","21.7949687055907","21.4142217083394","20.9143820939267","20.1975625400898","19.6728563877462","19.6671058095009","19.88468253239","20.0894704606777","20.152796459978","20.0019778278676","19.6277986879639","19.4432227498706","19.7799559038617","20.3780896656341","20.8930442099424","21.0579523255833","21.0702099401591","21.0569352615471","20.8452256781317","20.3837628409906","19.6401902864787","18.980337592024","18.5083607545641","17.9923033577336","17.4366888681287","16.849335005595","16.1863813573336","15.4713765979782","14.762131973074","14.0427962795333","13.3029679453322","12.8328594383729","12.6747485636251","12.5713251774999","12.4842288857311","12.3818893938832","12.1578839728793","11.8270028871628","11.484277544334","11.1256405711252","10.6959419573733","9.98261569536879","9.16977232527123","8.68157964656284","8.65568173404285","9.10364230659187","9.71887687771887","10.1238993404098","10.258158939608","10.1475490046781","9.86760909180252","9.50828977087051","9.12005743305488","8.73270034206658","8.40217150966601","8.21034947467398","8.12429955758765","8.03868272606009","7.92181938028855",
"United Arab Emirates","ARE","Female headed households (% of households with a female head)","SP.HOU.FEMA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN","6.718","6.678","6.659","6.619","6.573","6.522","6.494","6.492","6.497","6.485","6.486","6.469","6.45","6.4","6.331","6.258","6.208","6.155","6.093","6.03","5.948","5.812","5.651","5.481","5.306","5.126","5.008","4.9","4.785","4.672","4.537","4.252","4.09","3.817","3.765","3.274","3.232","3.062","2.907","2.793","2.733","2.621","2.54","2.491","2.384","2.204","2.072","1.99","1.917","1.852","1.79","1.724","1.666","1.602","1.545","1.486","1.438","1.419","1.356","1.334","1.46","1.46","1.443","",
"United Arab Emirates","ARE","Mortality rate, infant, male (per 1,000 live births)","SP.DYN.IMRT.MA.IN","","","","","","","","","","","","","","","","","43.8","39.5","35.6","32","28.8","26.1","23.7","21.6","19.8","18.3","17","15.8","14.8","13.9","13.1","12.4","11.8","11.3","10.9","10.5","10.2","10","9.7","9.5","9.4","9.2","9","8.9","8.7","8.6","8.4","8.2","8.1","7.9","7.8","7.6","7.4","7.2","7","6.7","6.5","6.2","5.8","5.5","5.2","4.9","4.7","",
"United Arab Emirates","ARE","Contraceptive prevalence, any modern method (% of married women ages 15-49)","SP.DYN.CONM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","285.417","282.806","275.498","270.446","261.99","254.021","242.99","233.334","224.97","213.24","201.703","190.892","186.443","172.935","168.926","163.459","157.908","153.11","147.158","142.131","136.212","136.365","131.258","131.401","126.07","126.141","127.375","117.847","118.489","118.836","119.141","119.678","121.851","114.558","115.188","116.168","122.922","121.07","119.942","112.13","105.96","100.59","95.695","77.858","74.719","71.718","68.776","66.118","63.627","61.298","59.123","57.121","55.17","53.23","51.363","49.538","47.917","46.223","45.048","44.261","48.073","48.276","45.925","",
"United Arab Emirates","ARE","Consumption of iodized salt (% of households)","SN.ITK.SALT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4404331009383","98.4401662501161","98.4399015287494","98.4396443501568","98.4393900900668","98.439139272628","98.4388930048197","98.4386469687678","98.4384182479286","98.4381889709215","98.4379674093781","98.4403030183622","98.442640977859","98.4449869077842","98.447339413182","98.4496988277321","98.4520681003066","98.4544344160321","98.4568158986345","98.4591969644586","98.4615840814353","98.4632677437033","98.4631166499955","",
"United Arab Emirates","ARE","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)","SH.STA.POIS.P5.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","","","","",
"United Arab Emirates","ARE","Prevalence of overweight, weight for height, male (% of children under 5)","SH.STA.OWGH.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","People practicing open defecation (% of population)","SH.STA.ODFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"United Arab Emirates","ARE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","19","18","13","13","13","12","11","10","9","9","10","9","9","9","9","8","9","9","9","9","","","",
"United Arab Emirates","ARE","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Diabetes prevalence (% of population ages 20 to 79)","SH.STA.DIAB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","","","","","","","","","","16.4","","",
"United Arab Emirates","ARE","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1608562687894","99.1568692677947","99.1529465456158","99.1490935685075","99.1452966979577","99.1415743809472","99.1379009655466","99.1343253791665","99.1308648663804","99.1274836760385","99.1241989402121","99.1210028225172","99.1178971015922","99.1148786579815","99.1119372568117","99.1090909356026","99.1063249754935","99.1036265354929","99.1010226864548","99.0984800860555","99.0960140949249","99.0936255379982","99.0913054641249","",
"United Arab Emirates","ARE","Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8","","","","","","","","","","","","100","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Number of surgical procedures (per 100,000 population)","SH.SGR.PROC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
